Symbol,Company Name,Security Price,Volume (90 Day Avg),Market Capitalization,Dividend Yield,Company Headquarters Location,Sector,Industry,Optionable
WSBC,WesBanco ,31.05,0.57857,2930000000.0,4.82871,United States of America,Financials,Banks,Yes 
WSFS,WSFS Financial ,52.67,0.30006,3050000000.0,1.15097,United States of America,Financials,Banks,Yes 
WTBA,West Bancorporation ,19.69,0.02765,329760000.0,5.10465,United States of America,Financials,Banks,Yes 
WTFC,Wintrust Financial .,114.57,0.44255,7500000000.0,1.77841,United States of America,Financials,Banks,Yes 
WVFC,WVS Financial .,12.35,0.0011,21400000.0,3.23887,United States of America,Financials,Banks,No
ZION,Zions Bancorporation National Association,50.44,1.48323,7300000000.0,3.47615,United States of America,Financials,Banks,Yes 
AX,Axos Financial .,65.38,0.41849,3680000000.0,0.0,United States of America,Financials,Banks,Yes 
MCHB,Mechanics Bank (The) (CA),27300.0,1e-05,546000000.0,5.41758,United States of America,Financials,Banks,No
PCB,PCB Bancorp,18.56,0.02584,266050000.0,4.32432,United States of America,Financials,Banks,No
GSBX,Golden State Bancorp,24.9,0.0,52190000.0,0.0,United States of America,Financials,Banks,No
BWFG,Bankwell Financial Group ,30.1,0.01466,236420000.0,2.67559,United States of America,Financials,Banks,No
LYBC,Lyons Bancorp ,40.0,0.00065,135520000.0,4.0,United States of America,Financials,Banks,No
FRSB,First Resources Bancorp ,14.3,0.0,42990000.0,0.0,United States of America,Financials,Banks,No
BCML,Baym ,25.72,0.02605,284480000.0,2.34742,United States of America,Financials,Banks,No
EFSC,Enterprise Financial Services oration,54.3,0.20523,1980000000.0,2.05531,United States of America,Financials,Banks,Yes 
RWCB,Redwood Capital Bancorp,22.14,0.0,43390000.0,1.44535,United States of America,Financials,Banks,No
SCZC,West ast mmunity Bancorp,39.24,0.00751,414220000.0,1.9368,United States of America,Financials,Banks,No
NIDB,Northeast Indiana Bancorp ,17.8,0.00118,43250000.0,4.04494,United States of America,Financials,Banks,No
BFIN,BankFinancial ,12.815,0.01669,157130000.0,3.17209,United States of America,Financials,Banks,No
WAL,Western Alliance Bancorporation,77.64,1.07649,8359999999.999999,2.00766,United States of America,Financials,Banks,Yes 
OTTW,Ottawa Bancorp ,14.55,0.00169,35210000.0,3.02406,United States of America,Financials,Banks,No
SYBT,Stock Yards Bancorp ,69.12,0.13022,2029999999.9999998,1.79867,United States of America,Financials,Banks,No
OPBK,OP Bancorp,12.1,0.03019,176880000.0,4.04722,United States of America,Financials,Banks,No
MNSB,MainStreet Bancshares ,16.87,0.01061,129440000.0,2.38806,United States of America,Financials,Banks,No
FBIZ,First Business Financial Services ,47.88,0.0311,396620000.0,2.42779,United States of America,Financials,Banks,Yes 
MGYR,Magyar Bancorp ,13.85,0.00349,89810000.0,1.7316,United States of America,Financials,Banks,No
FFBB,FFB Bancorp,77.95,0.00448,241790000.0,0.0,United States of America,Financials,Banks,No
LSBK,Lake Shore Bancorp ,15.75,0.0046,90810000.0,4.54545,United States of America,Financials,Banks,No
TRVR,Two Rivers Financial Group ,36.24,0.0,76360000.0,1.93157,United States of America,Financials,Banks,No
HOMB,Home Bancshares ,28.38,1.03764,5600000000.0,2.764,United States of America,Financials,Banks,Yes 
NECB,Northeast mmunity Bancorp ,23.83,0.06261,332060000.0,3.37838,United States of America,Financials,Banks,No
GBNY,Generations Bancorp NY ,16.5,0.00271,37600000.0,0.0,United States of America,Financials,Banks,No
SSBI,Summit State Bank,9.12,0.01839,62210000.0,1.74292,United States of America,Financials,Banks,No
LFGP,Ledyard Financial Group ,15.25,0.00459,52200000.0,5.41935,United States of America,Financials,Banks,No
ARBV,American Riviera Bancorp,19.16,0.01753,111430000.0,0.0,United States of America,Financials,Banks,No
FRST,Primis Financial ,9.59,0.087,237590000.0,4.16233,United States of America,Financials,Banks,No
WSFGQ,WSB Financial Group ,0.0,0.0,0.0,0.0,United States of America,Financials,Banks,No
PBNK,Pinnacle Bank (CA),19.25,0.0,107100000.0,0.0,United States of America,Financials,Banks,No
CARE,Carter Bankshares ,16.14,0.06998,371250000.0,0.0,United States of America,Financials,Banks,No
ESSA,ESSA Bancorp ,18.98,0.02177,191220000.0,3.1864,United States of America,Financials,Banks,No
TFSL,TFS Financial ,12.52,0.30043,3500000000.0,9.07631,United States of America,Financials,Banks,Yes 
QNTO,Quaint Oak Bancorp ,10.8,0.00154,28370000.0,4.81481,United States of America,Financials,Banks,No
LRBI,Lake Ridge Bancorp ,125.0,0.0,0.0,1.44,United States of America,Financials,Banks,No
FFNW,First Financial Northwest ,22.59,0.03452,208830000.0,2.29783,United States of America,Financials,Banks,Yes 
NFBK,Northfield Bancorp ,11.01,0.17988,471690000.0,4.7532,United States of America,Financials,Banks,Yes 
CMUV,CMUV Bancorp,21.5,0.0,38360000.0,2.23256,United States of America,Financials,Banks,No
SFBC,Sound Financial Bancorp ,51.57,0.00219,129970000.0,1.50049,United States of America,Financials,Banks,No
WMPN,William Penn Bancorp,11.07,0.01631,99910000.0,1.10599,United States of America,Financials,Banks,No
BLHK,BlueHarbor Bank,22.75,0.00164,66769999.99999999,0.0,United States of America,Financials,Banks,No
HBCP,Home Bancorp ,45.09,0.02238,366190000.0,2.38832,United States of America,Financials,Banks,No
FSFG,First Savings Financial Group ,26.03,0.01296,177850000.0,2.48834,United States of America,Financials,Banks,No
BKQNY,Bank of Queensland Ltd,8.305,0.0,2730000000.0,5.37654,Australia,Financials,Banks,No
GNRV,Grand River mmunications ,3.95,0.0,27800000.0,0.0,United States of America,Financials,Banks,No
TBNK,Territorial Bancorp ,8.33,0.01451,73590000.0,0.48019,United States of America,Financials,Banks,Yes 
CULL,Cullman Bancorp ,10.35,0.00416,70410000.0,1.15942,United States of America,Financials,Banks,No
FIBK,First Interstate BancSystem ,28.72,0.64155,2970000000.0,6.62438,United States of America,Financials,Banks,Yes 
EMYB,Embassy Bancorp ,15.5,0.00833,119610000.0,2.68371,United States of America,Financials,Banks,No
CTUY,Century Next Financial ,41.48,0.0,76070000.0,1.01254,United States of America,Financials,Banks,No
OFED,Oconee Federal Financial ,12.44,0.00142,85460000.0,3.2,United States of America,Financials,Banks,No
BKU,BankUnited ,34.5,0.7305,2540000000.0,3.64384,United States of America,Financials,Banks,Yes 
JMSB,John Marshall Bancorp ,16.63,0.01753,236970000.0,1.50602,United States of America,Financials,Banks,No
MNMB,Merchants & Marine Bancorp ,42.25,0.0005,56190000.0,2.84024,United States of America,Financials,Banks,No
IROQ,IF Bancorp ,25.0,0.00262,80680000.0,1.66182,United States of America,Financials,Banks,No
PBAM,Private Bancorp of America ,54.75,0.00467,315740000.0,0.0,United States of America,Financials,Banks,No
CUBI,Customers Bancorp ,51.64,0.30399,1600000000.0,0.0,United States of America,Financials,Banks,Yes 
HMST,HomeStreet ,12.56,0.18854,227240000.0,0.0,United States of America,Financials,Banks,Yes 
FSBW,FS Bancorp ,37.62,0.01487,294990000.0,2.94737,United States of America,Financials,Banks,No
HTB,HomeTrust Bancshares ,34.31,0.04014,600470000.0,1.40433,United States of America,Financials,Banks,No
UNIF,U & I Financial ,3.95,0.0,21360000.0,0.0,United States of America,Financials,Banks,No
NBHC,National Bank Holdings ,38.84,0.21759,1460000000.0,3.01769,United States of America,Financials,Banks,Yes 
WBBW,Westbury Bancorp ,33.0,0.0,184010000.0,0.0,United States of America,Financials,Banks,No
NIC,Nicolet Bankshares ,110.16,0.06066,1660000000.0,1.02461,United States of America,Financials,Banks,No
FVCB,FVCBankcorp ,10.65,0.01906,193920000.0,0.0,United States of America,Financials,Banks,No
CSHX,Cashmere Valley Bank,63.6,0.00148,247080000.0,2.75591,United States of America,Financials,Banks,No
FFMR,First Farmers Financial ,66.0,0.0,471280000.0,2.92537,United States of America,Financials,Banks,No
FRBA,First Bank,14.86,0.05028,371420000.0,1.62712,United States of America,Financials,Banks,No
SFBS,ServisFirst Bancshares ,82.21,0.2293,4420000000.0,1.65575,United States of America,Financials,Banks,Yes 
ISTR,Investar Holding ,17.41,0.03106,171070000.0,2.41241,United States of America,Financials,Banks,No
CFG,Citizens Financial Group ,41.66,4.14043,17740000000.0,4.13895,United States of America,Financials,Banks,Yes 
VBTX,Veritex Holdings ,24.8,0.37685,1340000000.0,3.24675,United States of America,Financials,Banks,Yes 
FFWM,First Foundation ,5.36,0.53033,429950000.0,0.76628,United States of America,Financials,Banks,No
TFIN,Triumph Financial ,58.61,0.15542,1350000000.0,0.0,United States of America,Financials,Banks,No
FNWB,First Northwest Bancorp,10.42,0.02014,94980000.0,2.75862,United States of America,Financials,Banks,No
CBWA,mmencement Bancorp ,13.0,0.0,51030000.0,0.0,United States of America,Financials,Banks,No
PMHG,Prime Meridian Holding ,28.75,0.00386,94530000.0,3.47826,United States of America,Financials,Banks,No
LOB,Live Oak Bancshares ,27.28,0.24632,1220000000.0,0.44709,United States of America,Financials,Banks,Yes 
IBTN,Ins ,24.8,0.0,72340000.0,1.77419,United States of America,Financials,Banks,No
PVBC,Provident Bancorp ,11.53,0.0274,204400000.0,0.0,United States of America,Financials,Banks,No
BAFN,BayFirst Financial ,16.61,0.00761,68470000.0,1.93822,United States of America,Financials,Banks,No
SABK,South Atlantic Bancshares ,15.49,0.00565,117290000.0,0.64558,United States of America,Financials,Banks,No
EQBK,Equity Bancshares ,39.55,0.07136,686530000.0,1.53022,United States of America,Financials,Banks,No
HONE,HarborOne Bancorp ,10.58,0.19544,456290000.0,3.43184,United States of America,Financials,Banks,No
MCBS,Metrocity Bankshares ,27.72,0.03779,701630000.0,3.33092,United States of America,Financials,Banks,No
BPRN,Princeton Bancorp ,30.78,0.00888,212840000.0,3.89864,United States of America,Financials,Banks,No
MSBI,Midland States Bancorp ,17.26,0.10155,369700000.0,7.2093,United States of America,Financials,Banks,No
SLBK,Skyline Bankshares ,12.59,0.0054,71160000.0,3.97141,United States of America,Financials,Banks,No
FHB,First Hawaiian ,24.68,0.80488,3060000000.0,4.2922,United States of America,Financials,Banks,Yes 
FBK,FB Financial ,46.97,0.15376,2150000000.0,1.64716,United States of America,Financials,Banks,Yes 
MCBI,Mountain mmerce Bancorp ,20.0,0.0,127420000.0,1.0,United States of America,Financials,Banks,No
VBNK,VersaBank,10.25,0.11595,332670000.0,0.68341,Canada,Financials,Banks,No
ESQ,Esquire Financial Holdings ,74.25,0.06982,636960000.0,0.92654,United States of America,Financials,Banks,No
BY,Byline Bancorp ,26.83,0.12715,1180000000.0,1.51515,United States of America,Financials,Banks,No
FFBW,FFBW ,14.0,0.01074,68750000.0,0.0,United States of America,Financials,Banks,No
RBB,RBB Bancorp,16.55,0.03973,292550000.0,3.87879,United States of America,Financials,Banks,No
COSO,astalSouth Bancshares ,21.25,0.00171,172080000.0,0.0,United States of America,Financials,Banks,No
PPBB,Peoples Bancorp,200.0,0.0,0.0,0.0,United States of America,Financials,Banks,No
PDLB,Ponce Financial Group ,12.84,0.04476,304610000.0,0.0,United States of America,Financials,Banks,No
MCB,Metropolitan Bank Holding ,56.47,0.09113,621190000.0,0.0,United States of America,Financials,Banks,No
STEL,Stellar Bancorp ,27.67,0.19134,1460000000.0,2.03341,United States of America,Financials,Banks,No
MRBK,Meridian ,14.3,0.04819,161380000.0,3.4965,United States of America,Financials,Banks,No
CLBK,lumbia Financial ,14.75,0.09802,1540000000.0,0.0,United States of America,Financials,Banks,Yes 
SSBP,SSB Bancorp ,8.75,0.0,19170000.0,0.0,United States of America,Financials,Banks,No
BWB,Bridgewater Bancshares ,13.96,0.0615,384410000.0,0.0,United States of America,Financials,Banks,No
BFST,Business First Bancshares ,24.73,0.10135,721070000.0,2.29508,United States of America,Financials,Banks,No
OBK,Origin Bancorp ,34.41,0.14342,1070000000.0000001,1.74267,United States of America,Financials,Banks,No
AMAL,Amalgamated Financial ,28.97,0.21908,880720000.0,1.95122,United States of America,Financials,Banks,No
MYFW,First Western Financial ,19.93,0.02058,188260000.0,0.0,United States of America,Financials,Banks,No
CCB,astal Financial ,89.91,0.12653,1350000000.0,0.0,United States of America,Financials,Banks,No
CNBN,CNB Bank Shares ,17.7,0.00297,95540000.0,3.38983,United States of America,Financials,Banks,No
AMTB,Amerant Bancorp ,20.89,0.20933,865650000.0,1.74334,United States of America,Financials,Banks,No
BSVN,Bank7 ,39.38,0.02488,370270000.0,2.4496,United States of America,Financials,Banks,No
CBNK,Capital Bancorp ,28.19,0.05418,470140000.0,1.41693,United States of America,Financials,Banks,No
SICPQ,Silvergate Capital oration,0.35,0.0,14560000.0,0.0,United States of America,Financials,Banks,No
BCOW,1895 Bancorp of Wisconsin ,10.23,0.02141,60710000.0,0.0,United States of America,Financials,Banks,No
RBKB,Rhinebeck Bancorp ,10.04,0.00654,115390000.0,0.0,United States of America,Financials,Banks,No
ALPIB,Alpine Banks of lorado,30.99,0.00111,255880000.0,2.71055,United States of America,Financials,Banks,No
RRBI,Red River Bancshares ,52.33,0.0111,352520000.0,0.9229,United States of America,Financials,Banks,No
SPFI,South Plains Financial ,33.08,0.03349,546840000.0,1.80886,United States of America,Financials,Banks,No
CNBB,CNB mmunity Bancorp ,39.07,0.00104,81190000.0,3.07141,United States of America,Financials,Banks,No
RMBI,Richmond Mutual Bancorporation ,12.72,0.02217,133820000.0,4.70588,United States of America,Financials,Banks,No
FSEA,First Seacoast Bancorp ,11.55,0.00964,54640000.0,0.0,United States of America,Financials,Banks,No
PBFS,Pioneer Bancorp ,11.49,0.02344,300260000.0,0.0,United States of America,Financials,Banks,No
BOID,Bank of Idaho Holding ,46.62,0.00561,206570000.0,0.0,United States of America,Financials,Banks,No
HBT,HBT Financial ,22.42,0.0356,704400000.0,3.76344,United States of America,Financials,Banks,No
DSBX,Dogwood State Bank RALEIGH NC,14.75,0.0,217710000.0,0.0,United States of America,Financials,Banks,No
MBLU,Morris St Bancshares ,20.85,0.00225,220860000.0,2.30216,United States of America,Financials,Banks,No
LUMB,Lumbee Guaranty Bank,12.05,0.0,39020000.0,2.82158,United States of America,Financials,Banks,No
PBNC,PB Financial ,45.5,0.00156,113520000.0,5.01099,United States of America,Financials,Banks,No
BSBK,Bogota Financial ,7.61,0.00564,100290000.0,0.0,United States of America,Financials,Banks,No
LNKB,LINKBANCORP ,7.17,0.05079,252290000.0,4.44444,United States of America,Financials,Banks,No
EBC,Eastern Bankshares ,16.5,1.0579,3510000000.0,2.92326,United States of America,Financials,Banks,Yes 
AFBI,Affinity Bancshares ,18.05,0.01814,113880000.0,0.0,United States of America,Financials,Banks,No
CBTN,Citizens Bancorp Investment ,28.0,0.0017,165230000.0,2.71429,United States of America,Financials,Banks,No
FSBC,Five Star Bancorp,27.87,0.05265,594230000.0,2.8715,United States of America,Financials,Banks,No
BLFY,Blue Foundry Bancorp,9.23,0.04759,202410000.0,0.0,United States of America,Financials,Banks,No
PBBK,PB Bankshares ,16.12,0.0029,41980000.0,0.0,United States of America,Financials,Banks,No
TCBS,Texas mmunity Bancshares ,16.15,0.00408,48990000.0,1.0,United States of America,Financials,Banks,No
TCBC,TC Bancshares ,15.65,0.00848,64769999.99999999,0.64516,United States of America,Financials,Banks,No
USCB,USCB Financial Holdings ,18.46,0.02809,373590000.0,2.14707,United States of America,Financials,Banks,No
SSBK,Southern States Bancshares ,36.32,0.02111,353920000.0,1.00925,United States of America,Financials,Banks,No
FINW,Finwise Bancorp,17.04,0.02304,226520000.0,0.0,United States of America,Financials,Banks,No
CLST,Catalyst Bancorp ,11.65,0.00786,49010000.0,0.0,United States of America,Financials,Banks,No
TCBX,Third ast Bancshares ,32.63,0.07456,451450000.0,0.0,United States of America,Financials,Banks,No
CFSB,CFSB Bancorp ,7.69,0.00596,51930000.0,0.0,United States of America,Financials,Banks,No
NSTS,NSTS Bancorp ,11.12,0.00465,59930000.0,0.0,United States of America,Financials,Banks,No
HNVR,Hanover Bancorp ,22.32,0.01944,156050000.0,1.84587,United States of America,Financials,Banks,No
ECBK,ECB Bancorp ,15.42,0.00805,136810000.0,0.0,United States of America,Financials,Banks,No
FSUN,FirstSun Capital Bancorp,36.49,0.08098,998590000.0,0.0,United States of America,Financials,Banks,No
SRBK,SR Bancorp ,12.09,0.02295,110220000.0,1.67645,United States of America,Financials,Banks,No
CPBI,Central Plains Bancshares ,14.81,0.0055,63290000.0,0.0,United States of America,Financials,Banks,No
PFSB,PFS Bancorp ,10.35,0.0,17180000.0,0.0,United States of America,Financials,Banks,No
NBBK,NB Bancorp ,17.94,0.224,751920000.0,0.0,United States of America,Financials,Banks,No
FDSB,Fifth District Bancorp ,12.24,0.01385,67970000.0,0.0,United States of America,Financials,Banks,No
CBNA,Chain Bridge Bancorp ,23.58,0.02197,155650000.0,0.0,United States of America,Financials,Banks,No
FBLA,FB Bancorp ,11.24,0.11871,222980000.0,0.0,United States of America,Financials,Banks,No
NPB,Northpointe Bancshares ,14.49,0.0,497770000.0,0.0,United States of America,Financials,Banks,No
